"Time shift (s)","Autocorrelation of sum"
0.000000000E0,7.207560362E-1
3.000520800E-2,7.159150126E-1
6.000937500E-2,7.026663999E-1
9.000572900E-2,6.818260600E-1
1.100119790E-1,6.537710266E-1
1.399947910E-1,6.190607790E-1
1.699984370E-1,5.780538457E-1
1.999963540E-1,5.312089246E-1
2.300390620E-1,4.794786450E-1
2.599776040E-1,4.237608564E-1
2.800052080E-1,3.648782466E-1
3.100114580E-1,3.033816529E-1
3.399932290E-1,2.393531030E-1
3.700135410E-1,1.735950989E-1
4.000046870E-1,1.066604316E-1
4.299677080E-1,3.951541138E-2
4.501234370E-1,-2.703824235E-2
4.801192710E-1,-9.239008119E-2
5.099942710E-1,-1.559058588E-1
5.299963540E-1,-2.167701541E-1
5.599895830E-1,-2.745158550E-1
5.801635410E-1,-3.287433558E-1
6.099880210E-1,-3.791659096E-1
6.300104160E-1,-4.254126147E-1
6.599875000E-1,-4.670818478E-1
6.800104160E-1,-5.041704101E-1
7.099994790E-1,-5.367100319E-1
7.300000000E-1,-5.643527397E-1
7.600182290E-1,-5.870979002E-1
7.803270830E-1,-6.047441053E-1
8.101515620E-1,-6.170561011E-1
8.400036460E-1,-6.239640899E-1
8.699921870E-1,-6.257869851E-1
8.900005210E-1,-6.228430021E-1
9.101218750E-1,-6.150523372E-1
9.399875000E-1,-6.023084386E-1
9.600104160E-1,-5.848665793E-1
9.900171870E-1,-5.627700928E-1
1.020020312E0,-5.364845258E-1
1.049984375E0,-5.059450424E-1
1.069994791E0,-4.716635519E-1
1.099995833E0,-4.335063979E-1
1.129996354E0,-3.913061499E-1
1.150000520E0,-3.453942914E-1
1.180375520E0,-2.960155084E-1
1.210001041E0,-2.435851672E-1
1.239992708E0,-1.882786172E-1
1.269992708E0,-1.304512783E-1
1.299996354E0,-7.052185714E-2
1.329998437E0,-9.122088496E-3
1.350080729E0,5.331751192E-2
1.380185937E0,1.160773257E-1
1.410011458E0,1.784645901E-1
1.440005208E0,2.399032662E-1
1.470144791E0,2.997991800E-1
1.499981770E0,3.575352706E-1
1.520001041E0,4.124761977E-1
1.540025000E0,4.638986513E-1
1.570008854E0,5.112972569E-1
1.599995312E0,5.538099965E-1
1.629993229E0,5.910056983E-1
1.659993229E0,6.221989016E-1
1.689991145E0,6.469138703E-1
1.720005729E0,6.646921752E-1
1.740009895E0,6.754033149E-1
1.769993750E0,6.786262963E-1
1.800011458E0,6.747126453E-1
1.829990625E0,6.639812609E-1
1.850108333E0,6.462687183E-1
1.879994270E0,6.216558294E-1
1.910009375E0,5.907146518E-1
1.939997395E0,5.539245059E-1
1.960000520E0,5.118098204E-1
1.989988541E0,4.645177930E-1
2.009990625E0,4.125506857E-1
2.030007812E0,3.564242186E-1
2.060030729E0,2.969042959E-1
2.090004166E0,2.350297300E-1
2.110006249E0,1.716175476E-1
2.139999479E0,1.072081629E-1
2.169995833E0,4.262147720E-2
2.189999999E0,-2.141796723E-2
2.219983854E0,-8.418189825E-2
2.250155208E0,-1.450326189E-1
2.280002083E0,-2.035806283E-1
2.309993749E0,-2.593740267E-1
2.340003645E0,-3.121061143E-1
2.370001041E0,-3.611294828E-1
2.400019791E0,-4.063679824E-1
2.429973958E0,-4.474129235E-1
2.450017187E0,-4.840655197E-1
2.480008333E0,-5.164373192E-1
2.509999999E0,-5.444702934E-1
2.530010416E0,-5.676435836E-1
2.559997916E0,-5.856346746E-1
2.580020312E0,-5.989945863E-1
2.609982812E0,-6.078681103E-1
2.629988541E0,-6.117288975E-1
2.649997395E0,-6.105618655E-1
2.680007812E0,-6.047075738E-1
2.710020312E0,-5.942284782E-1
2.739989583E0,-5.789145142E-1
2.759997916E0,-5.593497536E-1
2.790072395E0,-5.349251617E-1
2.820002604E0,-5.055246354E-1
2.840018749E0,-4.717805412E-1
2.870009895E0,-4.334559154E-1
2.900001041E0,-3.912327459E-1
2.920163541E0,-3.459384890E-1
2.949989583E0,-2.971192554E-1
2.970015624E0,-2.451029944E-1
2.999985937E0,-1.903108351E-1
3.020019270E0,-1.333756386E-1
3.049977604E0,-7.514055924E-2
3.070002083E0,-1.583712201E-2
3.100017708E0,4.426906422E-2
3.129997395E0,1.048540201E-1
3.160015104E0,1.652121824E-1
3.180178645E0,2.245994555E-1
3.210013541E0,2.825813579E-1
3.240003124E0,3.384605009E-1
3.260003645E0,3.917429117E-1
3.289999478E0,4.419495871E-1
3.310001041E0,4.882603398E-1
3.330011458E0,5.299465016E-1
3.359994270E0,5.665863321E-1
3.380182291E0,5.975902585E-1
3.410002083E0,6.222853847E-1
3.440004687E0,6.404459595E-1
3.470010937E0,6.519658029E-1
3.490010937E0,6.568870305E-1
3.520002603E0,6.549771387E-1
3.550010416E0,6.466010067E-1
3.580006249E0,6.316242560E-1
3.610007812E0,6.102101682E-1
3.640004166E0,5.824289528E-1
3.669973437E0,5.486635822E-1
3.690132812E0,5.091289064E-1
3.720000520E0,4.645329467E-1
3.750028645E0,4.151965282E-1
3.780007291E0,3.617938712E-1
3.809992708E0,3.050228977E-1
3.829998437E0,2.456060889E-1
3.860000520E0,1.846235461E-1
3.880011978E0,1.225951222E-1
3.910003645E0,6.027986981E-2
3.940006249E0,-1.597366667E-3
3.969999999E0,-6.225275446E-2
3.990155208E0,-1.211672085E-1
4.019983333E0,-1.780411276E-1
4.039985937E0,-2.323204098E-1
4.060005208E0,-2.840202851E-1
4.090019791E0,-3.328037070E-1
4.119977603E0,-3.785474589E-1
4.140018228E0,-4.204388443E-1
4.170000520E0,-4.585171954E-1
4.190007291E0,-4.925985774E-1
4.219996353E0,-5.224678550E-1
4.250005728E0,-5.476531626E-1
4.280001562E0,-5.682545840E-1
4.309990624E0,-5.840146850E-1
4.339994791E0,-5.945956323E-1
4.370008332E0,-6.000876530E-1
4.400031770E0,-6.008969040E-1
4.429973957E0,-5.967863788E-1
4.449994791E0,-5.874791035E-1
4.480001041E0,-5.736394528E-1
4.500005728E0,-5.548249177E-1
4.530015103E0,-5.313306016E-1
4.560009895E0,-5.035943140E-1
4.590006249E0,-4.715940819E-1
4.610072916E0,-4.355523614E-1
4.640004166E0,-3.956867525E-1
4.660008853E0,-3.521521485E-1
4.680014062E0,-3.053613320E-1
4.710005207E0,-2.555853843E-1
4.739982291E0,-2.033829720E-1
4.759996874E0,-1.486156140E-1
4.790021353E0,-9.172272099E-2
4.820002603E0,-3.301456768E-2
4.849991145E0,2.677236354E-2
4.880379166E0,8.700659922E-2
4.910085416E0,1.472371836E-1
4.939972395E0,2.068103453E-1
4.960005207E0,2.652928242E-1
4.989999999E0,3.219288352E-1
